FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
19690,2024,5,737004,73000003,1650,S,F,F,F,2,200,10.012,12.147,9.5,0,56.4,12.1,3437.5546,N/A,N/A,73,Flagler,5,3437.55463640559
19691,2024,2,719113,71509000,250,E,F,F,F,F,3,0,1.508,9.5,0,52.2,1.3,2415.0093,SR-16,SR-16,71,Clay,2,2415.00930200988
19692,2024,7,105356,10080000,31000,F,F,F,F,F,4557,4.613,5.238,9,0,55.4,14.7,1005.024,10080102 EB ON,SR-45/US-41B/22 ST,10,Hillsborough,7,1005.02400861373
19693,2024,5,752033,75280169,17000,S,F,F,W,F,918,0,0.182,8,0,99.9,5.4,293.8203,JOHN YNG PKWY/SR-423,I-4 / SR 400 EB,75,Orange,5,293.820309025947
19694,2024,5,730002,73020000,24000,F,F,F,F,1,3600,2.421,4.118,9,0,56.4,15,2727.6024,BELLE TERRE BLVD,SEMINOLE WOODS PKWY,73,Flagler,5,2727.60238856364
19695,2024,3,530247,53060000,2899,C,A,A,A,A,220,9.557,12.705,9.5,0,54.2,7.6,5075.7841,CR-169/CLIFF ST,ALABAMA STATE LINE,53,Jackson,3,5075.78406199732
19696,2024,1,134237,13000110,4100,C,F,F,F,F,447,0,1.23,9,0,57.9,10.9,1980.6813,CORAL RD/16 AVE E,36 AVE E,13,Manatee,1,1980.6812923117
19697,2024,1,134250,13000148,16000,R,F,F,F,F,1744,0,0.997,9,0,57.9,10.9,1573.5308,53 AVE W,CORTEZ RD,13,Manatee,1,1573.53084182032
19698,2024,7,107034,10270125,850,C,F,F,W,F,61,0,0.057,9,0,99.9,7.2,93.4102,TIA EXIT RAMP,SR-616 RAMPS,10,Hillsborough,7,93.4101729416056
19699,2024,7,102005,10320000,169000,E,F,F,F,F,9295,4.311,5.008,8,0,58.3,5.5,1122.1301,Bridge No-100220,Bridge No-100226,10,Hillsborough,7,1122.13006204724
19700,2024,3,605006,60010000,17400,C,F,F,F,F,1879,15.372,16.716,9,0,51.9,10.8,2169.5086,COUNTRY CLUB DR,US-331/SR-83,60,Walton,3,2169.508616438
19701,2024,3,530021,53040000,17000,C,F,F,F,A,1173,8.786,10.216,9.5,0,56.5,6.9,2304.6889,MALLOY PLAZA E,US-90/SR-10,53,Jackson,3,2304.68885542804
19702,2024,1,040018,04020000,18200,F,F,F,F,1,3531,9.579,13.48,9,0,56.1,19.4,6270.8548,CR-760A,SW HIBISCUS DR,04,Desoto,1,6270.85484474827
19703,2024,3,585020,58003000,1600,C,F,F,F,F,88,0.845,1.341,9,0,55.2,5.5,802.3832,CR-191/MUNSON HWY,SR-87/STEWART ST,58,Santa Rosa,3,802.383166713845
19704,2024,3,520196,52543000,650,C,F,F,F,F,101,12.871,16.647,9.5,0,54.2,15.5,6069.5613,SR-2,ALABAMA STATE LINE,52,Holmes,3,6069.56133103939
19705,2024,7,105145,10140000,76000,E,F,F,F,F,5092,5.012,5.3,9,0,55.4,6.7,463.9372,N ROCKY POINT DR,N/A,10,Hillsborough,7,463.937220434244
19706,2024,5,758078,75000106,26500,S,F,F,F,F,1431,0,1.01,9,0,52.9,5.4,1616.4792,SR 435/KIRKMAN RD,HIAWASSEE RD,75,Orange,5,1616.47924040409
19707,2024,3,570200,57570000,600,F,F,F,F,F,19,12.148,15.723,9.5,0,52.4,3.2,5770.0968,CR-2/HWY 2,SR-85/HWY 85,57,Okaloosa,3,5770.09676339573
19708,2024,3,612608,61001008,2600,F,F,F,W,F,195,0,0.221,9.5,0,99.9,7.5,353.324,I-10/SR-8 EB,SR-77,61,Washington,3,353.323977067717
19709,2024,1,120222,12000609,7400,C,F,F,W,A,289,0,0.155,9,0,99.9,3.9,250.2854,SUMMERLIN RD SB,COLLEGE PKWY,12,Lee,1,250.285388591936
19710,2024,2,724157,72002065,19000,C,F,F,W,F,3059,0,0.812,8,0,99.9,16.1,1306.1271,GORE AT I-295 NB,GORE AT SR-202 WB,72,Duval,2,1306.12708303085
19711,2024,1,120097,12005000,54500,F,F,F,F,1,2398,11.557,15.353,9,0,55.4,4.4,6108.4507,GUNNERY RD N,HOMESTEAD RD,12,Lee,1,6108.45066788813
19712,2024,5,738044,73000044,1300,C,F,F,F,F,127,0,0.547,9,0,56.4,9.8,891.4762,SR-100/MOODY BLVD,CENTRAL AVE,73,Flagler,5,891.47618792118
19713,2024,1,134231,13000088,10600,C,F,F,F,F,1155,0,1.093,9,0,57.9,10.9,1747.4482,.379 EAST OF US 41,15 ST E/301 BLVD,13,Manatee,1,1747.44823550101
19714,2024,1,134249,13000142,4500,C,F,F,F,F,491,0,1.263,9,0,57.9,10.9,2030.1618,SR-70,38 AVE E,13,Manatee,1,2030.16184226334
19715,2024,7,100021,10270006,53000,F,F,F,F,F,2544,0.167,0.275,9,0,55.4,4.8,182.8976,SR-60/KENNEDY BLVD,S WARD ST,10,Hillsborough,7,182.897621144838
19716,2024,7,105191,10310000,44500,C,F,F,F,F,4539,3.32,4.339,9,0,55.4,10.2,1639.8396,N NEBRASKA AVE,N 22 ST,10,Hillsborough,7,1639.83956867128
19717,2024,5,750055,75250000,8700,C,F,F,F,F,626,8.44,9.01,9,0,52.9,7.2,917.0019,SR423/JOHN YOUNG PKY,SR-500/US 441,75,Orange,5,917.00188153301
19718,2024,7,082022,08040500,7900,C,F,F,F,F,877,3.132,6.529,9,0,55.1,11.1,5455.0227,CR597/SHOAL LINE BLV,US-19/COMMERCIAL WAY,08,Hernando,7,5455.02269766589
19719,2024,1,030067,03631102,11000,E,F,F,W,F,451,0,0.274,9,0,99.9,4.1,437.853,AIRPORT PULLING RD,GOLDEN GATE PKWY,03,Collier,1,437.853008254814
19720,2024,1,134512,13000075,12500,E,D,D,D,2,575,0,0.978,9,0,55.1,4.6,1572.2831,0.011 WEST OF GORE,15TH ST,13,Manatee,1,1572.28312051474
19721,2024,5,752245,75300027,13500,C,F,F,W,F,608,0,0.876,8,0,99.9,4.5,1419.505,SR 408 WB,SR 417,75,Orange,5,1419.50502133159
19722,2024,7,089006,08000012,1200,V,F,F,F,F,83,0,6.064,9.5,0,55.1,6.9,9755.3747,CHURCH RD,CORTEZ BLVD,08,Hernando,7,9755.37471660013
19723,2024,7,105251,10130000,42000,S,F,F,F,2,1512,4.259,5,9,0,55.4,3.6,1194.0862,MANHATTAN AVE,SR-573/DALE MABRY HW,10,Hillsborough,7,1194.08621177895
19724,2024,5,758072,75000095,2600,E,F,F,F,F,140,0,0.75,9,0,52.9,5.4,1207.0284,RIO GRANDE AVE,N/A,75,Orange,5,1207.02839053909
19725,2024,3,570300,57590000,1600,C,F,F,F,F,170,0,1.172,9.5,0,63.2,10.6,1885.4378,WHIPPOORWILL DR,N/A,57,Okaloosa,3,1885.43783027463
19726,2024,3,611509,61002000,3900,C,F,F,F,A,573,0,2.155,9.5,0,55,14.7,3474.6385,SR-77/MAIN ST,BAHOMA RD,61,Washington,3,3474.63853615654
19727,2024,1,134218,13000031,10400,S,F,F,F,F,1134,0,3.271,9,0,57.9,10.9,5271.232,10 ST W,CANAL RD/16 AVE E,13,Manatee,1,5271.23201571685
19728,2024,5,752250,75300033,13500,C,F,F,W,F,608,0,0.846,8,0,99.9,4.5,1360.3807,SR 408 EB,SR 417 NB,75,Orange,5,1360.38071968088
19729,2024,1,074142,07582000,1500,F,F,F,F,1,180,0,4.706,9.5,0,56.4,12,7593.8995,CR 833,TAFT BLVD,07,Hendry,1,7593.89953389936
19730,2024,7,100012,10110000,33500,F,F,F,F,1,3015,13.487,16.491,9.5,0,55.4,9,4838.7353,S DOVER RD,TURKEY CREEK RD,10,Hillsborough,7,4838.73532987867
19731,2024,2,724181,72002054,5600,C,F,F,W,F,762,0,0.237,8,0,99.9,13.6,379.6974,GORE AT I-295 SB,GORE AT ALTA DR,72,Duval,2,379.697364107683
19732,2024,2,724217,72002119,7500,C,F,F,W,F,1020,0,0.257,8,0,99.9,13.6,411.0038,GORE AT US-1,GORE AT I-295 SB,72,Duval,2,411.00382215797
19733,2024,2,724118,72001306,6400,C,F,F,W,F,870,0,0.223,8,0,99.9,13.6,362.6746,GORE AT I-295 SB,GORE AT SR-115 NB,72,Duval,2,362.674572537957
19734,2024,7,105230,10330000,36000,F,F,F,F,2,1620,4.654,6.169,9,0,55.4,4.5,2434.1545,N/A,SR-582/E FOWLER AVE,10,Hillsborough,7,2434.15447299306
19735,2024,3,570170,57510000,3200,C,F,F,F,F,102,0,4.493,9.5,0,52.4,3.2,7249.8047,US-90/SR-10/HWY 90,SR-4/HWY 4,57,Okaloosa,3,7249.8046599117
19736,2024,5,758097,75000148,5900,F,F,F,F,1,572,0.363,1.365,9,0,99.9,9.7,1612.8781,DIVISION AVE,RIO GRANDE AVE,75,Orange,5,1612.87809808307
19737,2024,2,719123,71570000,1900,C,F,F,F,F,25,0,4.018,9,0,52.2,1.3,6467.1163,SE 1ST AVE,SR-100,71,Clay,2,6467.11625784764
19738,2024,2,725101,72001400,31000,C,F,F,W, ,0,0,1.204,9,0,99.9,0,1934.2009,GORE AT I-295 NB,Bridge No-720754,72,Duval,2,1934.2008789755
19739,2024,3,612603,61001003,500,C,F,F,W,F,62,0,0.208,9.5,0,99.9,12.3,336.1492,GORE AT I-10 WB,GORE AT CR-279,61,Washington,3,336.14917238839
19740,2024,1,120223,12000610,6600,C,F,F,W,A,218,0,0.157,9,0,99.9,3.3,252.5274,COLLEGE PKWY,SUMMERLIN RD SB,12,Lee,1,252.527448665287
19741,2024,5,732007,73001012,4200,S,F,F,W,F,412,0,0.366,9,0,99.9,9.8,590.5461,PALM COAST PKWY,I-95 NB/SR-9,73,Flagler,5,590.546099213982
19742,2024,1,134232,13000098,3400,S,F,F,F,F,371,0,0.617,9,0,57.9,10.9,992.9432,14 AVE W,BUS US 41,13,Manatee,1,992.943227910728
19743,2024,2,722743,72280228,15500,C,F,F,W, ,0,0,0.153,8,0,99.9,0,248.274,GORE AT I-95 NB,GORE AT BOWDEN RD,72,Duval,2,248.274023761639
19744,2024,5,758271,75040500,2400,C,F,F,F,A,223,2.063,2.152,9,0,99.9,9.3,144.3845,N/A,US-17/US-92,75,Orange,5,144.384477875839
19745,2024,2,729278,72000092,200,C,F,F,F,F,4,0,0.575,9,0,54.9,2,915.8214,PONTE VEDRA BLVD,37TH AVE S,72,Duval,2,915.821426346516
19746,2024,6,877036,87000292,36000,F,F,F,F,1,720,0,2.263,9,0,54.9,2,3643.8138,NW 167 ST/SR-826WEST,NW 202 ST/HONEY HILL,87,Miami-Dade,6,3643.81377348995
19747,2024,4,865337,86060000,16200,C,F,F,F,1,3191,7.049,7.997,9,0,53.7,19.7,1525.6425,N/A,N/A,86,Broward,4,1525.64251624883
19748,2024,7,082006,08630000,2500,X,F,F,F,F,135,0,6.824,9,0,55.1,5.4,10966.1941,SR-50/CORTEZ BLVD,US-41/SR-45/BROAD ST,08,Hernando,7,10966.194064447
19749,2024,5,758164,75000295,11800,S,F,F,F,F,637,0,2.261,9,0,52.9,5.4,3656.8187,SR-436,WELCH RD,75,Orange,5,3656.81866904186
19750,2024,6,876424,87000941,7100,C,F,F,F,A,795,0,0.175,9,0,62.7,11.2,286.8952,SW 24 ST,SW 117 AVE,87,Miami-Dade,6,286.895211534299
19751,2024,5,758136,75000208,25500,S,F,F,F,F,1377,0,3.986,9,0,52.9,5.4,6440.4217,TURKEY LAKE RD,L B MCLEOD RD,75,Orange,5,6440.42173102994
19752,2024,5,702118,70004017,5200,S,F,F,W,F,328,0,0.165,9,0,99.9,6.3,269.2564,SR 5,SR 404,70,Brevard,5,269.256425561988
19753,2024,5,798169,79507000,9200,S,F,F,F,2,607,0,5.525,9,0,57.7,6.6,8895.3621,US92/SR600/INTL SPWY,E END SR 9 OPASS,79,Volusia,5,8895.3621077068
19754,2024,7,105238,10160000,73500,C,F,F,F,A,2573,0,1.035,9,0,55.4,3.5,1665.3521,BEG OF BR100014,W SLIGH AVE,10,Hillsborough,7,1665.35213783418
19755,2024,1,040271,04060000,6472,C,A,A,A,A,1023,9.841,10.14,9.5,0,56.5,15.8,480.8644,NW OWENS AVE,CR 661,04,Desoto,1,480.864380547868
19756,2024,6,871217,87038000,16600,C,F,F,F,F,930,0,1.156,9,0,54.9,5.6,1863.6707,US-27/SR-25/OKEECHOB,SR-826 SB,87,Miami-Dade,6,1863.67069586071
19757,2024,3,553010,55090000,13700,F,F,F,F,1,1411,0.156,0.921,9,0,66.1,10.3,1220.579,NINA RD,APPLEYARD DR,55,Leon,3,1220.57902319973
19758,2024,2,729137,72000074,6100,V,F,F,F,F,122,0,1.557,9,0,54.9,2,2493.1591,NEWTON RD,SR-212/BEACH BLVD,72,Duval,2,2493.15914146135
19759,2024,4,869129,86004000,36000,F,F,F,F,F,2952,1.608,2.593,9,0,53.7,8.2,1583.4254,N/A,N/A,86,Broward,4,1583.42543845156
19760,2024,5,798287,79000437,1250,C,F,F,F,F,89,0,0.563,9,0,57.7,7.1,908.2555,CATALINA BLVD,HOWLAND BLVD,79,Volusia,5,908.255525411075
19761,2024,7,089034,08570000,3700,X,F,F,F,F,255,0,0.743,9,0,55.1,6.9,1189.3208,PONCE DE LEON BLVD,HOWELL AVE,08,Hernando,7,1189.32083662516
19762,2024,3,530246,53230000,2300,F,F,F,F,1,232,10.687,13.931,9.5,0,56.5,10.1,5236.1623,CR-1656/GARDENVIEW R,SR-276/KYNESVILLE RD,53,Jackson,3,5236.16233276571
19763,2024,6,878687,87000958,2900,S,F,F,F,F,360,0,0.807,9,0,54.9,12.4,1297.949,NW 115 AVE,NW 107 AVE,87,Miami-Dade,6,1297.94895039281
19764,2024,5,700440,70004000,2200,F,F,F,F,1,150,0.134,0.195,9,0,99.9,6.8,98.3166,N/A,N/A,70,Brevard,5,98.3166303046187
19765,2024,5,797100,79525000,24500,F,F,F,F,1,343,1.351,4.609,9,0,57.7,1.4,5241.3436,CREEKSIDE SCH 6-8,TAYLOR RD,79,Volusia,5,5241.34360614607
19766,2024,7,102020,10190000,220000,E,F,F,F,F,16500,0,2.153,8,0,58.3,7.5,3466.596,EAST END BR 150107,Bridge No-100115,10,Hillsborough,7,3466.59597248063
19767,2024,1,044132,04502000,550,F,F,F,F,1,97,0,4.115,9.5,0,55.2,17.6,6608.0909,CR 661,NE CUBITIS AVE,04,Desoto,1,6608.09093466666
19768,2024,6,870056,87039000,41000,C,F,F,F,A,2296,0,0.384,9,0,52.7,5.6,617.1902,SPUR,SW 112 AV/LINCOLN BL,87,Miami-Dade,6,617.190164674735
19769,2024,5,752145,75008012,1800,F,F,F,W,F,81,0,0.18,8,0,99.9,4.5,287.4445,ORTMAN DR,SR 408 EB,75,Orange,5,287.444503783044
19770,2024,3,610254,61080000,5890,C,A,A,A,A,695,15.452,20.303,9.5,0,51.8,11.8,7820.7264,CR-278/PIONEER RD,CR-276/CLAYTON RD,61,Washington,3,7820.72639826262
19771,2024,4,869275,86000669,4400,F,F,F,F,F,361,0,0.891,9,0,55,8.2,1438.4167,RIVERLAND RD,DAVIE BLVD,86,Broward,4,1438.41667616008
19772,2024,5,798270,79000421,1250,C,F,F,F,F,89,0,0.328,9,0,57.7,7.1,535.5826,SR-40/GRANADA BLVD,SHADY BRANCH TRL,79,Volusia,5,535.582635588798
19773,2024,7,159254,15240001,2000,F,F,F,F,F,174,0,0.639,9,0,53.2,8.7,1023.9631, , ,15,Pinellas,7,1023.96308071396
19774,2024,7,082702,08150002,5900,F,F,F,W,F,507,0.162,0.361,10.5,0,99.9,8.6,318.7864,N/A,SR I-75/SR-93,08,Hernando,7,318.786367903384
19775,2024,5,750043,75000265,20500,F,F,F,F,1,1886,0,0.71,9,0,52.9,9.2,1142.2616,BOGGY CREEK RD,N/A,75,Orange,5,1142.26161616069
19776,2024,3,571607,57050000,51500,F,F,F,F,F,2678,15.377,15.684,9,0,52.4,5.2,495.7734,JOHN KING RD,TO I-10 EB,57,Okaloosa,3,495.773402947627
19777,2024,2,724232,72007121,8600,C,F,F,W,F,1170,0,0.29,9,0,99.9,13.6,466.7603,GORE AT KERNAN SB,SHOPPING ENT,72,Duval,2,466.760288336794
19778,2024,3,570019,57030000,6900,C,F,F,F,A,207,20.695,20.935,9,0,57.5,3,387.4913,HAMPTON INN,RESTAURANT ROW,57,Okaloosa,3,387.491291587859
19779,2024,5,752037,75280054,15500,S,F,F,W,F,1116,0,0.216,8,0,99.9,7.2,348.7583,US 17/92/441 SOBT,I-4 / SR 400,75,Orange,5,348.758325071568
19780,2024,2,729026,72000117,19500,X,F,F,F,F,390,0,3.779,9,0,54.9,2,6077.2234,OLD ST AUGUSTINE RD,SHAD RD,72,Duval,2,6077.22343123477
19781,2024,4,864013,86070020,22000,F,F,F,W,F,792,0,0.209,8,0,99.99,3.6,338.4141,WB SHERIDAN ST,NB I-95,86,Broward,4,338.414062949824
19782,2024,5,755214,75006001,23000,C,F,F,F,A,943,0,1.036,9,0,52.9,4.1,1663.5522,SR424 / EDGEWATER DR,75280098 WB OFF,75,Orange,5,1663.5522353586
19783,2024,3,530347,53680005,500,F,F,F,F,F,63,0,4.007,9.5,0,56.5,12.5,6453.8192,CR-69A/BIRCHWOOD RD,CR-286/BLUEBERRY DR,53,Jackson,3,6453.819154006
19784,2024,2,745021,74030000,23500,C,F,F,F,F,1998,4.25,4.611,9,0,53.2,8.5,580.9455,S SR-115,SR-200/ SR-A1A,74,Nassau,2,580.945488381907
19785,2024,7,105207,10160000,69500,F,F,F,F,2,1460,2.969,4.818,9,0,55.4,2.1,2975.0731,10160049 NB ON,SOUTH VILLAGE DR,10,Hillsborough,7,2975.07307302291
19786,2024,1,044129,04501000,2400,F,F,F,F,1,252,0,2.041,9.5,0,55.2,10.5,3283.8437,CR 760A,.09MI S/O DURRANCE R,04,Desoto,1,3283.843738699
19787,2024,4,864270,86095144,17500,F,F,F,W,F,753,0,0.038,8,0,99.9,4.3,61.64,I-595 WB,SR-84 WB,86,Broward,4,61.6399644113219
19788,2024,3,555073,55090000,14900,F,F,F,F,A,685,0.921,1.528,9,0,66.1,4.6,968.4908,APPLEYARD DR,MABRY ST,55,Leon,3,968.49084798655
19789,2024,2,749117,74000018,2600,F,F,F,F,F,133,0,0.928,9,0,53.2,5.1,1492.989,S 14TH ST,SR-A1A/S FLETCHER AV,74,Nassau,2,1492.98896534209
19790,2024,5,752070,75280094,7100,S,F,F,W,F,383,0,0.101,8,0,99.9,5.4,166.1408,I-4  / SR 400 EB,PAR ST,75,Orange,5,166.140777663155
19791,2024,7,102682,10190007,82000,E,F,F,W,F,6150,0,0.317,9,0,99.9,7.5,515.124,I-275/SR-93 NB,I-4/SR-400 EB,10,Hillsborough,7,515.123955340916
19792,2024,1,064006,06000006,300,F,F,F,F,1,59,0,4.682,9.5,0,60.3,19.8,7535.2372,CREWSVILLE RD,SR 66,06,Hardee,1,7535.23722559598
19793,2024,3,570298,57040000,40500,F,F,F,F,F,2390,16.203,17.949,9,0,52.4,5.9,2819.6417,EDGEWATER DR,BAY DR,57,Okaloosa,3,2819.64173571346
19794,2024,3,555051,55160500,3500,F,F,F,F,1,35,0,0.2,9,0,66.1,1,325.1566,US-90/SR-10,W BREVARD ST,55,Leon,3,325.15662575413
19795,2024,2,724038,72290242,20000,C,F,F,W,F,2720,0,0.21,8,0,99.9,13.6,334.0627,GORE AT SR-102,GORE AT I-95 SB,72,Duval,2,334.062740535435
19796,2024,5,750580,75060000,60500,S,F,F,F,2,1392,8.152,9.445,9,0,52.9,2.3,2078.1911,SR 417,N/A,75,Orange,5,2078.19114586921
19797,2024,2,729141,72000080,9100,V,F,F,F,F,182,0,2.76,9,0,54.9,2,4451.215,I-295 END OF BRIDGE,SR-13/SAN JOSE BLVD,72,Duval,2,4451.21495825225
19798,2024,6,877095,87000311,12000,C,F,F,F,A,3144,0.717,1.479,9,0,54.9,26.2,1227.6431,ON RAMP FR NW 25 ST,NW 22 ST,87,Miami-Dade,6,1227.64310607492
19799,2024,4,864637,86060007,1100,F,F,F,W,F,276,0,0.614,8,0,99.99,25.1,972.7799,RAMP 86060003,I-75/SR-93 NB,86,Broward,4,972.779939337022
19800,2024,1,094157,09000014,1250,F,F,F,F,F,396,0,0.38,9,0,64.3,31.7,590.6183,LAKEVIEW DR,COMMERCE AVE,09,Highlands,1,590.618299213185
19801,2024,5,738025,73519000,9000,F,F,F,F,1,198,0,5.015,9,0,56.4,2.2,8052.9352,BELLE TERRE PKWY,BELLE TERRE PKWY,73,Flagler,5,8052.93520680851
19802,2024,5,752316,75320027,5400,C,F,F,W,F,243,0,0.21,8,0,99.9,4.5,339.1781,N/B SR 429,STONEYBROOK PKWY,75,Orange,5,339.178064113561
19803,2024,5,797102,79560000,5700,S,F,F,F,2,217,0,2.136,9,0,57.7,3.8,3430.2231,US-17/SR-15,SR-11,79,Volusia,5,3430.22310936914
19804,2024,3,555022,55350501,8100,C,F,F,F,F,405,1.634,1.848,9,0,99.9,5,345.1337,EIGHTH AVE,10TH AVE,55,Leon,3,345.133729148079
19805,2024,5,750625,75008170,97000,F,F,F,F,F,5335,2.206,5.132,9,0,52.9,5.5,4707.9324,GOOD HOMES RD,SR435 / KIRKMAN RD,75,Orange,5,4707.93242769002
19806,2024,4,864553,86070049,13500,F,F,F,W,F,1823,0,0.343,8,0,99.99,13.5,550.8672,SR-816/OAKLAND PARK,N/A,86,Broward,4,550.867221988123
19807,2024,6,876027,87004021,9700,C,F,F,W,A,485,0,0.047,8,0,99.9,5,73.4244,I-195/SR-112/EB,US-27 / NE 36 ST,87,Miami-Dade,6,73.4244054384228
19808,2024,6,878654,87000360,27000,C,F,F,F,F,2106,0,1.032,9,0,52.7,7.8,1653.973,NW 107 AVE,FROM NW 97 AVE,87,Miami-Dade,6,1653.97297656446
19809,2024,4,868132,86013501,4500,F,F,F,W,F,369,1.016,2.041,9,0,99.9,8.2,1651.681,N/A,N/A,86,Broward,4,1651.68095566911
19810,2024,4,860200,86006000,52000,C,F,F,F,A,2600,6.151,6.336,9,0,55,5,297.4328,SW 9 AVE,SW 7 AVE,86,Broward,4,297.432759536481
19811,2024,4,869433,86000006,17700,F,F,F,F,F,1451,3.077,4.31,9,0,53.7,8.2,1987.0481,N/A,N/A,86,Broward,4,1987.04807038172
19812,2024,5,702082,70070031,1600,S,F,F,W,F,72,0,0.096,9.5,0,99.9,4.5,154.3642,SR 524 WB,SR 520 WB,70,Brevard,5,154.364220710315
19813,2024,5,752331,75340007,3300,F,F,F,W,F,149,0,0.354,8,0,99.9,4.5,569.5463,HIAWASSEE RD,SR-414,75,Orange,5,569.546307079959
